Player,Week 1,Week 2,Week 3,Week 4,Week 5,Week 6,Week 7,Week 8,Week 9,Week 10,Week 11,Week 12,Week 13,Age,Pos,Salary,Team,Year
Derrick Kelly,,,,,,,,,,,C19,C19,C19,25.0,T,610000.0,Saints,2020.0
Anthony Lanier,IR,IR,,,,,,,,,,,,,,,Saints,2020.0
Marshon Lattimore,,,,O,Q,,,,,Q,,,,24.0,CB,2559486.0,Saints,2020.0
Ty Montgomery,,,IR,IR,IR,IR,IR,IR,,,O,,,27.0,WR/RB,910000.0,Saints,2020.0
David Onyemata,,,Q,,,,,,,,,,,28.0,DT,1000000.0,Saints,2020.0
Andrus Peat,,,,O,Q,,,,,,O,,,27.0,OT,1000000.0,Saints,2020.0
Sheldon Rankins,,,,,Q,,,IR,IR,IR,IR,IR,,26.0,DT,1690000.0,Saints,2020.0
Patrick Robinson,,,,,,,,,,,,,IR,,,,Saints,2020.0
Cesar Ruiz,O,,,,,,,,,,,,,21.0,OL,610000.0,Saints,2020.0
Noah Spence,,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Saints,2020.0
Michael Thomas,,O,O,O,Q,O,O,Q,,,,,,27.0,WR,1000000.0,Saints,2020.0
Jason Vander Laan,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,,Saints,2020.0
Dwayne Washington,,,,,,,,,Q,O,,,,26.0,RB,910000.0,Saints,2020.0
Cole Wick,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Saints,2020.0
Jamal Adams,,,,O,O,O,Q,,,,,,,25.0,SS,825000.0,Seahawks,2020.0
Ugo Amadi,,,,,,,D,O,,,,,,23.0,S,675000.0,Seahawks,2020.0
Marquise Blair,,,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Seahawks,2020.0
Jordyn Brooks,,,,O,Q,,,,,,,,,23.0,LB,610000.0,Seahawks,2020.0
Patrick Carr,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Seahawks,2020.0
Chris Carson,,,,Q,,,Q,O,Q,Q,,,,26.0,RB,2133000.0,Seahawks,2020.0
Phillip Dorsett,Q,Q,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Seahawks,2020.0
Quinton Dunbar,,,Q,O,Q,,,,O,O,IR,IR,IR,,,,Seahawks,2020.0
Tre Flowers,,,,,,,,,,,,IR,IR,,,,Seahawks,2020.0
Rasheem Green,,D,IR,IR,IR,IR,IR,IR,,,,,,23.0,DT,644118.0,Seahawks,2020.0
Shaquill Griffin,,,,Q,,,O,O,O,O,,,,25.0,DB,2133000.0,Seahawks,2020.0
Phil Haynes,,,,,,,,,,IR,,,,25.0,OL,425000.0,Seahawks,2020.0
Lano Hill,,,,Q,Q,IR,IR,IR,IR,IR,IR,IR,IR,,,,Seahawks,2020.0
Travis Homer,,,,,,,Q,,,D,O,,,22.0,RB,675000.0,Seahawks,2020.0
Carlos Hyde,,,,Q,Q,,D,O,Q,,,,,30.0,RB,1500000.0,Seahawks,2020.0
Bruce Irvin,,,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Seahawks,2020.0
Mike Iupati,,,,,Q,Q,D,O,,,,,,33.0,G,1200000.0,Seahawks,2020.0
Branden Jackson,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Seahawks,2020.0
Jamarco Jones,Q,,,,,,,,,,,,,24.0,OT,675000.0,Seahawks,2020.0
Damien Lewis,,,,Q,,,,,,,,,,23.0,OL,610000.0,Seahawks,2020.0
Benson Mayowa,,,Q,,,,Q,O,Q,,,,,29.0,DE,1050000.0,Seahawks,2020.0
Eli Mencer,IR,IR,IR,,,,,,,,,,,,,,Seahawks,2020.0
Bryan Mone,,,,,,,,,IR,IR,IR,IR,C19,,,,Seahawks,2020.0
David Moore,,,,,,,,,,,Q,,,25.0,WR,825000.0,Seahawks,2020.0
Ryan Neal,,,,,,,Q,,,,,,,25.0,DB,555882.0,Seahawks,2020.0
Cedric Ogbuehi,O,D,Q,,,,,,,,,,,28.0,OT,1300000.0,Seahawks,2020.0
Greg Olsen,,,,,,,,,,,IR,IR,IR,,,,Seahawks,2020.0
Colby Parkinson,IR,IR,IR,IR,IR,IR,IR,,,,,,,21.0,TE,523527.0,Seahawks,2020.0
Rashaad Penny,PUP,PUP,PUP,PUP,PUP,PUP,PUP,PUP,PUP,PUP,PUP,PUP,PUP,,,,Seahawks,2020.0
Ethan Pocic,,,,,,,,,O,O,,,,25.0,C,1066231.0,Seahawks,2020.0
D.J. Reed,IR,IR,IR,IR,IR,IR,IR,,,,Q,,,24.0,CB,582356.0,Seahawks,2020.0
Alton Robinson,,,,,,,,,Q,,,,,22.0,DL,610000.0,Seahawks,2020.0
Brandon Shell,,,,,,,,,,,O,,,28.0,OT,1100000.0,Seahawks,2020.0
Jordan Simmons,,,,,,,,,,O,Q,,,26.0,G,675000.0,Seahawks,2020.0
Darrell Taylor,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Seahawks,2020.0
Neiko Thorpe,,,Q,Q,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Seahawks,2020.0
Chance Warmack,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Seahawks,2020.0
Marcus Allen,,,,O,,,,,,,,,,24.0,S,675000.0,Steelers,2020.0
Tyson Alualu,,,,,,,,O,,,,,,33.0,DT,2750000.0,Steelers,2020.0
Zach Banner,,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Steelers,2020.0
Isaiah Buggs,,,,,,,,,Q,,C19,,,24.0,DL,675000.0,Steelers,2020.0
Devin Bush Jr.,,,,,,IR,IR,IR,IR,IR,IR,IR,IR,,,,Steelers,2020.0
Jordan Dangerfield,,,,,,,O,,,,,,,30.0,FS,825000.0,Steelers,2020.0
David DeCastro,O,O,,,O,,,,,,,,,30.0,G,1050000.0,Steelers,2020.0
Kevin Dotson,,,,,,,,,Q,C19,C19,,,24.0,OL,610000.0,Steelers,2020.0
Bud Dupree,,,,,,,,,,,,IR,IR,,,,Steelers,2020.0
Trey Edmunds,,,,,,,,,,O,IR,IR,IR,,,,Steelers,2020.0
Jayrone Elliott,,,,,,,,,,O,,,,29.0,LB,481765.0,Steelers,2020.0
Zach Gentry,,,,,,,,,,,IR,IR,IR,,,,Steelers,2020.0
Ulysees Gilbert,,,,,,,O,IR,,,,,,23.0,LB,542648.0,Steelers,2020.0
Joe Haden,,,,,,,,,,,Q,,,31.0,DB,1050000.0,Steelers,2020.0
Jerald Hawkins,,,,,,,,,C19,,C19,C19,,27.0,OT,705888.0,Steelers,2020.0
Mike Hilton,,,,,,O,Q,D,Q,,,,,26.0,CB,3259000.0,Steelers,2020.0
Diontae Johnson,,,,,O,,,,,,,,,24.0,WR,689589.0,Steelers,2020.0
Vance McDonald,,,,,,,,Q,C19,C19,C19,,,30.0,TE,1100000.0,Steelers,2020.0
Jaylen Samuels,,,,,,,,,C19,O,O,,,24.0,RB,750000.0,Steelers,2020.0
Robert Spillane,,,,,,,,,,,,,IR,,,,Steelers,2020.0
Derek Watt,,,,O,,O,Q,,,,,,,28.0,FB,1000000.0,Steelers,2020.0
Stefen Wisniewski,,IR,IR,IR,IR,IR,IR,IR,,,,,,,,,Steelers,2020.0
Chris Wormley,,,,,,,IR,IR,IR,IR,,,,27.0,DT,2133000.0,Steelers,2020.0
Randall Cobb,,,,,,,,,,,IR,IR,IR,,,,Texans,2020.0
Dylan Cole,,,,,,,,C19,Q,IR,IR,,,,,,Texans,2020.0
Gareon Conley,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Texans,2020.0
Isaiah Coulter,IR,IR,IR,IR,IR,IR,IR,IR,,,,,,22.0,WR,523527.0,Texans,2020.0
Duke Ejiofor,,,,,,,,,IR,,,,,,,,Texans,2020.0
Kyle Emanuel,,,,,,,,O,IR,IR,IR,IR,,29.0,OLB,642353.0,Texans,2020.0
Cullen Gillaspia,Q,,,Q,,,,,,Q,O,IR,IR,,,,Texans,2020.0
Jonathan Greenard,Q,,,,,,,,,,,,,23.0,DL,610000.0,Texans,2020.0
P.J. Hall,,,,,,,Q,,,,IR,IR,IR,,,,Texans,2020.0
David Johnson,,,,,,,,,O,IR,IR,IR,C19,29.0,RB,10200000.0,Texans,2020.0
Duke Johnson,,Q,Q,,,,,,,,,,,27.0,RB,3600000.0,Texans,2020.0
Senio Kelemete,,,,,,,,,O,Q,,,,30.0,T,1300000.0,Texans,2020.0
Josh McCown,,,,,,,,,O,,O,,,41.0,QB,555882.0,Texans,2020.0
Benardrick McKinney,,,,,Q,IR,IR,IR,IR,IR,IR,IR,IR,,,,Texans,2020.0
Whitney Mercilus,,,,,,,,C19,C19,,,,,30.0,DE,10500000.0,Texans,2020.0
A.J. Moore,,,,IR,IR,IR,IR,IR,IR,,,,,25.0,DB,502942.0,Texans,2020.0
Charles Omenihu,,,,,,,,,Q,Q,,,,23.0,DL,675000.0,Texans,2020.0
Bradley Roby,,,,,,,,O,,,,,,28.0,CB,4500000.0,Texans,2020.0
Brennan Scarlett,,,,,,,,,IR,IR,IR,IR,IR,,,,Texans,2020.0
Max Scharping,,,,,,,,C19,C19,,,,,24.0,OT,725368.0,Texans,2020.0
Kenny Stills,,,Q,,,,,,,Q,O,,,,,,Texans,2020.0
Michael Thomas,,,,,,,,,,IR,IR,IR,IR,,,,Texans,2020.0
Laremy Tunsil,,,,,,,,,,Q,,,,26.0,OT,10850000.0,Texans,2020.0
Eddie Vanderdoes,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Texans,2020.0
Kahale Warring,,,,,,,,,IR,,,,,23.0,TE,658252.0,Texans,2020.0
Vic Beasley,O,Q,,,,,,,,,,,,,,,Titans,2020.0
Breon Borders,,,,,,,,,,,,,IR,,,,Titans,2020.0
A.J. Brown,,O,O,Q,,,,,,,,,,23.0,WR,751926.0,Titans,2020.0
Jayon Brown,,,,,,,,,,,IR,IR,IR,,,,Titans,2020.0
Jadeveon Clowney,,,,,,,,Q,,IR,IR,IR,IR,,,,Titans,2020.0
Dane Cruikshank,IR,IR,IR,IR,IR,IR,O,,IR,IR,IR,IR,IR,,,,Titans,2020.0
Corey Davis,Q,,,,,,,,,,,,,25.0,WR,825000.0,Titans,2020.0
Jamil Douglas,O,Q,,,,,,,,,,,,28.0,OG,750000.0,Titans,2020.0
Darrynton Evans,O,O,,,IR,IR,IR,IR,IR,IR,IR,IR,,22.0,RB,461763.0,Titans,2020.0
Kristian Fulton,,,,,,,O,IR,IR,IR,IR,IR,IR,22.0,CB,474118.0,Titans,2020.0
Adam Humphries,,,,,,,,O,O,O,O,,IR,,,,Titans,2020.0
Adoree' Jackson,O,IR,IR,IR,IR,IR,IR,IR,IR,O,,,,25.0,CB,2003561.0,Titans,2020.0
Chris Jackson,,,O,,,,,,,,C19,C19,C19,22.0,S,610000.0,Titans,2020.0
DaQuan Jones,,,,,Q,,,,,,,,,29.0,DT,7000000.0,Titans,2020.0
Brett Kern,,,,,,,,IR,IR,IR,IR,,,34.0,P,1900000.0,Titans,2020.0
Taylor Lewan,,,,Q,,IR,IR,IR,IR,IR,IR,IR,IR,,,,Titans,2020.0
David Long,,,,,,,,,,C19,C19,,,24.0,LB,675000.0,Titans,2020.0
Anthony McKinney,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Titans,2020.0
Daniel Munyer,,,,,,,Q,,,,,,,,,,Titans,2020.0
Larrell Murchison,,,,,,,,,,O,,,,23.0,DL,610000.0,Titans,2020.0
Kareem Orr,,,,,,,,,,Q,IR,IR,IR,23.0,DB,397059.0,Titans,2020.0
Senorise Perry,,,IR,IR,IR,IR,IR,IR,IR,IR,,,,29.0,RB,910000.0,Titans,2020.0
MyCole Pruitt,,,,,,,,,O,O,O,,,28.0,TE,1100000.0,Titans,2020.0
Derick Roberson,O,Q,O,,,,O,,,,,,,25.0,DE,675000.0,Titans,2020.0
Rodger Saffold,,,,,,,,,,O,Q,,,32.0,T,9500000.0,Titans,2020.0
Ty Sambrailo,,,,,,,,,,,IR,IR,IR,,,,Titans,2020.0
Tye Smith,,,,,,,Q,Q,IR,IR,IR,,,27.0,CB,825000.0,Titans,2020.0
Kenny Vaccaro,,,,,,,,,,O,,,,29.0,FS,4250000.0,Titans,2020.0
Isaiah Wilson,,,,,,,,,,,,,IR,,,,Titans,2020.0
Anthony Barr,,,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Vikings,2020.0
Kris Boyd,,,Q,D,Q,O,,,,,,,,,,,Vikings,2020.0
Jordan Brailford,,,,,,,,,,,O,,,25.0,EDGE,430588.0,Vikings,2020.0
Dan Chisena,,,,,,,O,,,,,,,23.0,WR,610000.0,Vikings,2020.0
Ezra Cleveland,,,,,,,,,,O,O,,,22.0,OL,610000.0,Vikings,2020.0
Dalvin Cook,,,,,,O,Q,,,,,,,25.0,RB,825000.0,Vikings,2020.0
Cameron Dantzler,,O,O,,,,C19,O,Q,Q,,,,22.0,CB,610000.0,Vikings,2020.0
Todd Davis,,,,,,,C19,C19,C19,,,,,28.0,LB,926471.0,Vikings,2020.0
Myles Dorn,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Vikings,2020.0
Troy Dye,,,IR,IR,IR,IR,IR,,,,,,,24.0,LB,548235.0,Vikings,2020.0
Pat Elflein,,IR,IR,IR,IR,IR,IR,IR,IR,,,,,,,,Vikings,2020.0
Mark Fields II,,,,,,,,O,IR,IR,IR,IR,IR,,,,Vikings,2020.0
Ben Gedeon,PUP,PUP,PUP,PUP,PUP,PUP,PUP,PUP,PUP,,,,,,,,Vikings,2020.0
Holton Hill,,,,,Q,D,O,O,IR,IR,IR,IR,,,,,Vikings,2020.0
Mike Hughes,,,O,O,,,IR,IR,IR,IR,IR,IR,IR,,,,Vikings,2020.0
Danielle Hunter,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Vikings,2020.0
George Iloka,,,,,,,IR,IR,IR,IR,IR,IR,IR,,,,Vikings,2020.0
K.J. Osborn,,,,,O,O,,,,,,,,23.0,WR,610000.0,Vikings,2020.0
Michael Pierce,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Vikings,2020.0
Dru Samia,,,,,,O,,,,C19,C19,,,23.0,OL,675000.0,Vikings,2020.0
Cameron Smith,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Vikings,2020.0
Irv Smith Jr.,,,,,,,,,O,Q,D,,,22.0,TE,758566.0,Vikings,2020.0
Kenny Willekes,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Vikings,2020.0
